"OWNER","OBJECT_NAME","OBJECT_TYPE"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_CONTR_FISC_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_01","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
"A_RAIABD","IXPTB_FINANC_VENDA_ESPECIE_02","INDEX PARTITION"
